comuna,nivel,estandar,dep_tot,dep_pub,dep_sub,dep_pag,area_tot,area_urb,area_rur,gse_tot,gse_bajo,gse_medio_bajo,gse_medio,gse_medio_alto,gse_alto,gen_tot,gen_hom,gen_muj,etnia_tot,etnia_no,etnia_si,nac_tot,nac_cl,nac_ext,int_tot,int_no,int_si
MONTE PATRIA,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MOSTAZAL,basica,Insuficiente,46.2%,48.6%,43.1%,0.0%,46.2%,47.8%,43.1%,46.2%,0.0%,48.9%,42.4%,0.0%,0.0%,46.2%,38.2%,54.2%,46.2%,47.0%,22.2%,46.2%,45.6%,71.4%,46.2%,38.6%,89.1%
MOSTAZAL,basica,Elemental,38.0%,36.0%,40.8%,0.0%,38.0%,36.9%,40.2%,38.0%,0.0%,36.1%,40.8%,0.0%,0.0%,38.0%,42.1%,34.0%,38.0%,37.2%,66.7%,38.0%,38.3%,28.6%,38.0%,42.9%,10.9%
MOSTAZAL,basica,Adecuado,15.7%,15.4%,16.2%,0.0%,15.7%,15.3%,16.7%,15.7%,0.0%,15.0%,16.8%,0.0%,0.0%,15.7%,19.7%,11.8%,15.7%,15.9%,11.1%,15.7%,16.1%,0.0%,15.7%,18.5%,0.0%
MOSTAZAL,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
MULCHÉN,basica,Insuficiente,42.1%,38.3%,52.1%,0.0%,42.1%,41.1%,63.6%,42.1%,43.3%,41.3%,42.6%,0.0%,0.0%,42.1%,34.8%,50.0%,41.6%,41.8%,33.3%,42.1%,41.9%,100.0%,42.1%,34.0%,76.0%
MULCHÉN,basica,Elemental,37.8%,36.2%,42.3%,0.0%,37.8%,37.9%,36.4%,37.8%,33.3%,40.5%,36.1%,0.0%,0.0%,37.8%,40.0%,35.5%,38.1%,37.5%,66.7%,37.8%,38.0%,0.0%,37.8%,41.6%,22.0%
MULCHÉN,basica,Adecuado,20.1%,25.5%,5.6%,0.0%,20.1%,21.0%,0.0%,20.1%,23.3%,18.2%,21.3%,0.0%,0.0%,20.1%,25.2%,14.5%,20.2%,20.7%,0.0%,20.1%,20.2%,0.0%,20.1%,24.4%,2.0%
MULCHÉN,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NACIMIENTO,basica,Insuficiente,30.4%,28.8%,32.1%,0.0%,30.4%,30.5%,28.6%,30.4%,25.0%,38.7%,35.2%,16.3%,0.0%,30.4%,25.4%,34.4%,30.4%,30.3%,40.0%,30.4%,30.4%,0.0%,30.4%,24.8%,62.5%
NACIMIENTO,basica,Elemental,43.8%,45.0%,42.6%,0.0%,43.8%,43.8%,42.9%,43.8%,56.3%,45.3%,36.6%,52.3%,0.0%,43.8%,45.8%,42.2%,43.8%,43.8%,40.0%,43.8%,43.8%,0.0%,43.8%,46.0%,31.3%
NACIMIENTO,basica,Adecuado,25.8%,26.3%,25.3%,0.0%,25.8%,25.7%,28.6%,25.8%,18.8%,16.0%,28.3%,31.4%,0.0%,25.8%,28.9%,23.3%,25.8%,25.9%,20.0%,25.8%,25.8%,0.0%,25.8%,29.2%,6.3%
NACIMIENTO,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
NANCAGUA,basica,Insuficiente,34.1%,50.7%,24.1%,0.0%,34.1%,29.6%,44.4%,34.1%,67.4%,20.0%,25.0%,0.0%,0.0%,34.1%,27.8%,39.0%,34.3%,34.3%,33.3%,34.1%,31.3%,62.5%,34.1%,25.4%,67.6%
NANCAGUA,basica,Elemental,38.0%,35.8%,39.3%,0.0%,38.0%,37.6%,38.9%,38.0%,23.3%,55.0%,37.5%,0.0%,0.0%,38.0%,35.4%,40.0%,37.6%,38.3%,0.0%,38.0%,39.3%,25.0%,38.0%,43.0%,18.9%
NANCAGUA,basica,Adecuado,27.9%,13.4%,36.6%,0.0%,27.9%,32.8%,16.7%,27.9%,9.3%,25.0%,37.5%,0.0%,0.0%,27.9%,36.7%,21.0%,28.1%,27.4%,66.7%,27.9%,29.4%,12.5%,27.9%,31.7%,13.5%
NANCAGUA,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NATALES,basica,Insuficiente,36.9%,45.9%,27.7%,0.0%,36.9%,36.9%,0.0%,36.9%,0.0%,49.4%,22.5%,36.9%,0.0%,36.9%,31.3%,42.2%,36.8%,34.1%,47.2%,36.9%,35.5%,52.4%,36.9%,29.9%,87.5%
NATALES,basica,Elemental,43.7%,38.3%,49.2%,0.0%,43.7%,43.7%,0.0%,43.7%,0.0%,37.0%,47.9%,45.9%,0.0%,43.7%,46.9%,40.7%,44.1%,46.2%,35.8%,43.7%,43.4%,47.6%,43.7%,48.5%,9.4%
NATALES,basica,Adecuado,19.4%,15.8%,23.1%,0.0%,19.4%,19.4%,0.0%,19.4%,0.0%,13.6%,29.6%,17.1%,0.0%,19.4%,21.9%,17.0%,19.2%,19.7%,17.0%,19.4%,21.1%,0.0%,19.4%,21.6%,3.1%
NATALES,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NAVIDAD,basica,Insuficiente,51.1%,51.1%,0.0%,0.0%,51.1%,42.2%,60.5%,51.1%,50.0%,87.5%,47.4%,0.0%,0.0%,51.1%,42.5%,58.3%,51.1%,51.2%,50.0%,51.1%,48.8%,100.0%,51.1%,39.4%,86.4%
NAVIDAD,basica,Elemental,34.1%,34.1%,0.0%,0.0%,34.1%,44.4%,23.3%,34.1%,25.0%,12.5%,36.8%,0.0%,0.0%,34.1%,42.5%,27.1%,34.1%,33.3%,50.0%,34.1%,35.7%,0.0%,34.1%,42.4%,9.1%
NAVIDAD,basica,Adecuado,14.8%,14.8%,0.0%,0.0%,14.8%,13.3%,16.3%,14.8%,25.0%,0.0%,15.8%,0.0%,0.0%,14.8%,15.0%,14.6%,14.8%,15.5%,0.0%,14.8%,15.5%,0.0%,14.8%,18.2%,4.5%
NAVIDAD,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NEGRETE,basica,Insuficiente,30.5%,30.5%,0.0%,0.0%,30.5%,32.7%,25.9%,30.5%,50.0%,32.7%,6.7%,0.0%,0.0%,30.5%,27.9%,33.3%,30.5%,27.6%,66.7%,30.5%,30.5%,0.0%,30.5%,26.7%,71.4%
NEGRETE,basica,Elemental,32.9%,32.9%,0.0%,0.0%,32.9%,30.9%,37.0%,32.9%,25.0%,30.9%,46.7%,0.0%,0.0%,32.9%,27.9%,38.5%,32.9%,35.5%,0.0%,32.9%,32.9%,0.0%,32.9%,34.7%,14.3%
NEGRETE,basica,Adecuado,36.6%,36.6%,0.0%,0.0%,36.6%,36.4%,37.0%,36.6%,25.0%,36.4%,46.7%,0.0%,0.0%,36.6%,44.2%,28.2%,36.6%,36.8%,33.3%,36.6%,36.6%,0.0%,36.6%,38.7%,14.3%
NEGRETE,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
NINHUE,basica,Insuficiente,47.2%,52.0%,36.4%,0.0%,47.2%,55.6%,38.9%,47.2%,50.0%,46.9%,0.0%,0.0%,0.0%,47.2%,25.0%,58.3%,47.2%,47.2%,0.0%,47.2%,47.2%,0.0%,47.2%,43.3%,66.7%
NINHUE,basica,Elemental,25.0%,24.0%,27.3%,0.0%,25.0%,22.2%,27.8%,25.0%,25.0%,25.0%,0.0%,0.0%,0.0%,25.0%,41.7%,16.7%,25.0%,25.0%,0.0%,25.0%,25.0%,0.0%,25.0%,23.3%,33.3%
NINHUE,basica,Adecuado,27.8%,24.0%,36.4%,0.0%,27.8%,22.2%,33.3%,27.8%,25.0%,28.1%,0.0%,0.0%,0.0%,27.8%,33.3%,25.0%,27.8%,27.8%,0.0%,27.8%,27.8%,0.0%,27.8%,33.3%,0.0%
NINHUE,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
ÑIQUÉN,basica,Insuficiente,60.4%,60.4%,0.0%,0.0%,60.4%,25.0%,70.4%,60.4%,65.6%,57.6%,0.0%,0.0%,0.0%,60.4%,53.8%,69.2%,60.4%,61.1%,0.0%,60.4%,60.0%,100.0%,60.4%,49.2%,85.7%
ÑIQUÉN,basica,Elemental,27.5%,27.5%,0.0%,0.0%,27.5%,50.0%,21.1%,27.5%,15.6%,33.9%,0.0%,0.0%,0.0%,27.5%,26.9%,28.2%,27.5%,26.7%,100.0%,27.5%,27.8%,0.0%,27.5%,33.3%,14.3%
ÑIQUÉN,basica,Adecuado,12.1%,12.1%,0.0%,0.0%,12.1%,25.0%,8.5%,12.1%,18.8%,8.5%,0.0%,0.0%,0.0%,12.1%,19.2%,2.6%,12.1%,12.2%,0.0%,12.1%,12.2%,0.0%,12.1%,17.5%,0.0%
ÑIQUÉN,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NOGALES,basica,Insuficiente,41.4%,41.1%,41.6%,0.0%,41.4%,40.0%,75.0%,41.4%,0.0%,45.1%,37.5%,0.0%,0.0%,41.4%,36.0%,46.9%,41.4%,40.9%,60.0%,41.4%,41.2%,50.0%,41.4%,38.4%,84.6%
NOGALES,basica,Elemental,42.9%,43.8%,42.4%,0.0%,42.9%,43.7%,25.0%,42.9%,0.0%,44.1%,41.7%,0.0%,0.0%,42.9%,48.0%,37.8%,42.9%,43.5%,20.0%,42.9%,42.8%,50.0%,42.9%,44.9%,15.4%
NOGALES,basica,Adecuado,15.7%,15.1%,16.0%,0.0%,15.7%,16.3%,0.0%,15.7%,0.0%,10.8%,20.8%,0.0%,0.0%,15.7%,16.0%,15.3%,15.7%,15.5%,20.0%,15.7%,16.0%,0.0%,15.7%,16.8%,0.0%
NOGALES,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
NUEVA IMPERIAL,basica,Insuficiente,48.8%,48.8%,48.8%,0.0%,48.8%,44.3%,61.1%,48.8%,68.4%,50.9%,36.2%,0.0%,0.0%,48.8%,41.8%,56.0%,48.8%,49.6%,48.3%,48.8%,48.9%,33.3%,48.8%,40.8%,86.4%
NUEVA IMPERIAL,basica,Elemental,36.3%,32.1%,37.7%,0.0%,36.3%,37.8%,32.2%,36.3%,25.3%,34.5%,44.0%,0.0%,0.0%,36.3%,40.0%,32.5%,36.3%,36.0%,36.5%,36.3%,36.3%,33.3%,36.3%,41.2%,13.6%
NUEVA IMPERIAL,basica,Adecuado,14.9%,19.0%,13.5%,0.0%,14.9%,17.9%,6.7%,14.9%,6.3%,14.7%,19.9%,0.0%,0.0%,14.9%,18.2%,11.4%,14.9%,14.4%,15.2%,14.9%,14.7%,33.3%,14.9%,18.1%,0.0%
NUEVA IMPERIAL,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
ÑUÑOA,basica,Insuficiente,22.7%,27.5%,31.4%,15.5%,22.7%,22.7%,0.0%,22.7%,0.0%,0.0%,36.8%,27.2%,15.5%,22.7%,20.5%,24.8%,22.8%,22.5%,40.7%,22.8%,22.1%,27.4%,22.8%,18.8%,69.9%
ÑUÑOA,basica,Elemental,41.7%,42.3%,40.8%,41.6%,41.7%,41.7%,0.0%,41.7%,0.0%,0.0%,40.0%,42.1%,41.6%,41.7%,40.9%,42.4%,41.6%,41.7%,37.0%,41.5%,42.1%,37.7%,41.5%,42.8%,26.8%
ÑUÑOA,basica,Adecuado,35.6%,30.2%,27.8%,43.0%,35.6%,35.6%,0.0%,35.6%,0.0%,0.0%,23.2%,30.7%,43.0%,35.6%,38.5%,32.9%,35.6%,35.8%,22.2%,35.7%,35.8%,34.9%,35.7%,38.4%,3.3%
ÑUÑOA,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
O'HIGGINS,basica,Insuficiente,16.7%,16.7%,0.0%,0.0%,16.7%,0.0%,16.7%,16.7%,0.0%,0.0%,16.7%,0.0%,0.0%,16.7%,0.0%,33.3%,16.7%,16.7%,0.0%,16.7%,16.7%,0.0%,16.7%,25.0%,0.0%
O'HIGGINS,basica,Elemental,50.0%,50.0%,0.0%,0.0%,50.0%,0.0%,50.0%,50.0%,0.0%,0.0%,50.0%,0.0%,0.0%,50.0%,66.7%,33.3%,50.0%,50.0%,0.0%,50.0%,50.0%,0.0%,50.0%,50.0%,50.0%
O'HIGGINS,basica,Adecuado,33.3%,33.3%,0.0%,0.0%,33.3%,0.0%,33.3%,33.3%,0.0%,0.0%,33.3%,0.0%,0.0%,33.3%,33.3%,33.3%,33.3%,33.3%,0.0%,33.3%,33.3%,0.0%,33.3%,25.0%,50.0%
O'HIGGINS,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
OLIVAR,basica,Insuficiente,38.1%,39.1%,35.7%,0.0%,38.1%,32.6%,51.3%,38.1%,0.0%,39.1%,35.7%,0.0%,0.0%,38.1%,29.1%,44.3%,38.1%,37.9%,50.0%,38.1%,37.9%,50.0%,38.1%,34.4%,88.9%
OLIVAR,basica,Elemental,39.6%,38.0%,42.9%,0.0%,39.6%,41.1%,35.9%,39.6%,0.0%,38.0%,42.9%,0.0%,0.0%,39.6%,38.2%,40.5%,39.6%,39.4%,50.0%,39.6%,39.4%,50.0%,39.6%,42.4%,0.0%
OLIVAR,basica,Adecuado,22.4%,22.8%,21.4%,0.0%,22.4%,26.3%,12.8%,22.4%,0.0%,22.8%,21.4%,0.0%,0.0%,22.4%,32.7%,15.2%,22.4%,22.7%,0.0%,22.4%,22.7%,0.0%,22.4%,23.2%,11.1%
OLIVAR,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
OLLAGÜE,basica,Insuficiente,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
OLLAGÜE,basica,Elemental,50.0%,50.0%,0.0%,0.0%,50.0%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,100.0%,50.0%,50.0%,0.0%,50.0%,66.7%,0.0%,50.0%,50.0%,0.0%
OLLAGÜE,basica,Adecuado,50.0%,50.0%,0.0%,0.0%,50.0%,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,100.0%,0.0%,50.0%,50.0%,0.0%,50.0%,33.3%,100.0%,50.0%,50.0%,0.0%
OLLAGÜE,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%
OLMUÉ,basica,Insuficiente,49.3%,39.0%,63.2%,0.0%,49.3%,49.6%,47.1%,49.3%,50.0%,49.2%,0.0%,0.0%,0.0%,49.3%,45.0%,52.7%,49.3%,48.9%,66.7%,49.3%,48.9%,66.7%,49.3%,41.3%,84.0%
OLMUÉ,basica,Elemental,35.8%,44.2%,24.6%,0.0%,35.8%,36.8%,29.4%,35.8%,0.0%,36.4%,0.0%,0.0%,0.0%,35.8%,41.7%,31.1%,35.8%,36.6%,0.0%,35.8%,36.6%,0.0%,35.8%,41.3%,12.0%
OLMUÉ,basica,Adecuado,14.9%,16.9%,12.3%,0.0%,14.9%,13.7%,23.5%,14.9%,50.0%,14.4%,0.0%,0.0%,0.0%,14.9%,13.3%,16.2%,14.9%,14.5%,33.3%,14.9%,14.5%,33.3%,14.9%,17.4%,4.0%
OLMUÉ,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
OSORNO,basica,Insuficiente,34.6%,37.2%,38.5%,13.9%,34.6%,33.7%,42.4%,34.6%,53.2%,42.0%,36.4%,29.5%,13.9%,34.6%,30.5%,38.9%,34.5%,32.9%,40.1%,34.6%,34.7%,25.0%,34.6%,29.5%,72.9%
OSORNO,basica,Elemental,39.5%,38.0%,40.3%,39.4%,39.5%,39.4%,40.8%,39.5%,36.4%,39.9%,38.8%,41.8%,39.4%,39.5%,40.4%,38.6%,39.6%,38.9%,41.9%,39.5%,39.3%,53.6%,39.5%,41.9%,21.3%
OSORNO,basica,Adecuado,25.9%,24.8%,21.1%,46.7%,25.9%,26.9%,16.8%,25.9%,10.4%,18.1%,24.8%,28.7%,46.7%,25.9%,29.2%,22.5%,25.9%,28.2%,18.0%,25.9%,26.0%,21.4%,25.9%,28.5%,5.8%
OSORNO,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
OVALLE,basica,Insuficiente,38.1%,44.0%,31.5%,29.8%,38.1%,36.4%,50.0%,38.1%,61.8%,46.6%,31.3%,25.8%,17.5%,38.1%,34.2%,42.0%,37.6%,37.4%,45.7%,38.1%,37.5%,54.0%,38.1%,32.6%,76.5%
OVALLE,basica,Elemental,38.7%,35.5%,42.2%,44.0%,38.7%,39.3%,34.4%,38.7%,28.2%,35.4%,42.6%,43.6%,35.0%,38.7%,39.0%,38.4%,39.0%,39.3%,25.7%,38.7%,39.0%,32.0%,38.7%,41.8%,16.9%
OVALLE,basica,Adecuado,23.2%,20.5%,26.2%,26.2%,23.2%,24.3%,15.6%,23.2%,10.0%,18.0%,26.0%,30.5%,47.5%,23.2%,26.7%,19.6%,23.3%,23.2%,28.6%,23.2%,23.5%,14.0%,23.2%,25.6%,6.6%
OVALLE,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
PADRE HURTADO,basica,Insuficiente,38.4%,59.8%,37.9%,15.5%,38.4%,38.4%,38.3%,38.4%,0.0%,60.2%,38.8%,35.9%,15.5%,38.4%,32.1%,45.1%,38.2%,38.0%,40.3%,38.2%,38.0%,41.5%,38.2%,35.8%,76.3%
PADRE HURTADO,basica,Elemental,41.9%,28.7%,43.2%,48.5%,41.9%,42.0%,40.4%,41.9%,0.0%,28.8%,40.8%,48.5%,48.5%,41.9%,43.9%,39.8%,42.1%,42.0%,43.1%,42.1%,42.3%,38.5%,42.1%,43.3%,22.0%
PADRE HURTADO,basica,Adecuado,19.7%,11.5%,18.9%,36.1%,19.7%,19.6%,21.3%,19.7%,0.0%,11.0%,20.4%,15.6%,36.1%,19.7%,24.0%,15.0%,19.7%,20.0%,16.7%,19.7%,19.7%,20.0%,19.7%,20.9%,1.7%
PADRE HURTADO,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
PADRE LAS CASAS,basica,Insuficiente,48.9%,47.8%,49.1%,0.0%,48.9%,41.5%,56.9%,48.9%,62.6%,51.9%,34.9%,66.7%,0.0%,48.9%,43.3%,54.3%,48.9%,43.4%,54.3%,48.9%,48.7%,66.7%,48.9%,40.7%,77.2%
PADRE LAS CASAS,basica,Elemental,35.1%,39.1%,34.4%,0.0%,35.1%,40.0%,29.9%,35.1%,27.3%,32.9%,43.8%,33.3%,0.0%,35.1%,37.6%,32.8%,35.1%,38.0%,32.4%,35.1%,35.4%,16.7%,35.1%,40.1%,18.1%
PADRE LAS CASAS,basica,Adecuado,15.9%,13.0%,16.4%,0.0%,15.9%,18.5%,13.2%,15.9%,10.1%,15.3%,21.3%,0.0%,0.0%,15.9%,19.1%,12.9%,15.9%,18.6%,13.3%,15.9%,15.9%,16.7%,15.9%,19.2%,4.7%
PADRE LAS CASAS,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
PAIGUANO,basica,Insuficiente,41.2%,41.2%,0.0%,0.0%,41.2%,44.8%,36.4%,41.2%,0.0%,44.7%,30.8%,0.0%,0.0%,41.2%,39.3%,43.5%,41.2%,39.6%,66.7%,41.2%,40.8%,50.0%,41.2%,29.7%,71.4%
PAIGUANO,basica,Elemental,43.1%,43.1%,0.0%,0.0%,43.1%,44.8%,40.9%,43.1%,0.0%,39.5%,53.8%,0.0%,0.0%,43.1%,42.9%,43.5%,43.1%,43.8%,33.3%,43.1%,42.9%,50.0%,43.1%,48.6%,28.6%
PAIGUANO,basica,Adecuado,15.7%,15.7%,0.0%,0.0%,15.7%,10.3%,22.7%,15.7%,0.0%,15.8%,15.4%,0.0%,0.0%,15.7%,17.9%,13.0%,15.7%,16.7%,0.0%,15.7%,16.3%,0.0%,15.7%,21.6%,0.0%
PAIGUANO,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
PAILLACO,basica,Insuficiente,46.3%,44.2%,49.4%,0.0%,46.3%,40.5%,64.6%,46.3%,60.9%,53.3%,34.9%,0.0%,0.0%,46.3%,39.6%,53.7%,46.3%,44.2%,55.6%,46.3%,46.3%,0.0%,46.3%,37.2%,86.5%
PAILLACO,basica,Elemental,39.3%,42.5%,34.6%,0.0%,39.3%,41.8%,31.3%,39.3%,34.8%,38.0%,41.9%,0.0%,0.0%,39.3%,44.3%,33.7%,39.3%,41.2%,30.6%,39.3%,39.3%,0.0%,39.3%,45.1%,13.5%
PAILLACO,basica,Adecuado,14.4%,13.3%,16.0%,0.0%,14.4%,17.6%,4.2%,14.4%,4.3%,8.7%,23.3%,0.0%,0.0%,14.4%,16.0%,12.6%,14.4%,14.5%,13.9%,14.4%,14.4%,0.0%,14.4%,17.7%,0.0%
PAILLACO,basica,Total,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%
PAINE,basica,Insuficiente,42.3%,51.4%,36.7%,15.4%,42.3%,42.2%,42.6%,42.3%,50.0%,59.0%,43.0%,11.5%,15.4%,42.3%,35.4%,49.7%,42.5%,42.5%,42.3%,42.3%,40.6%,65.3%,42.3%,38.8%,82.7%
PAINE,basica,Elemental,36.6%,35.2%,37.2%,46.2%,36.6%,35.8%,39.7%,36.6%,30.0%,30.8%,39.2%,36.7%,46.2%,36.6%,37.7%,35.4%,36.6%,36.5%,38.5%,36.6%,37.8%,20.8%,36.6%,38.4%,16.0%
PAINE,basica,Adecuado,21.1%,13.3%,26.1%,38.5%,21.1%,22.0%,17.7%,21.1%,20.0%,10.2%,17.9%,51.8%,38.5%,21.1%,26.8%,14.9%,21.0%,21.0%,19.2%,21.1%,21.7%,13.9%,21.1%,22.9%,1.2%
PAINE,basica,Total,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%
PALENA,basica,Insuficiente,8.3%,8.3%,0.0%,0.0%,8.3%,0.0%,8.3%,8.3%,0.0%,0.0%,8.3%,0.0%,0.0%,8.3%,0.0%,16.7%,8.3%,10.0%,0.0%,8.3%,0.0%,100.0%,8.3%,8.3%,0.0%
PALENA,basica,Elemental,33.3%,33.3%,0.0%,0.0%,33.3%,0.0%,33.3%,33.3%,0.0%,0.0%,33.3%,0.0%,0.0%,33.3%,33.3%,33.3%,33.3%,20.0%,100.0%,33.3%,36.4%,0.0%,33.3%,33.3%,0.0%
PALENA,basica,Adecuado,58.3%,58.3%,0.0%,0.0%,58.3%,0.0%,58.3%,58.3%,0.0%,0.0%,58.3%,0.0%,0.0%,58.3%,66.7%,50.0%,58.3%,70.0%,0.0%,58.3%,63.6%,0.0%,58.3%,58.3%,0.0%
PALENA,basica,Total,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,100.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%
PALMILLA,basica,Insuficiente,44.7%,44.7%,0.0%,0.0%,44.7%,47.2%,42.9%,44.7%,50.0%,44.6%,0.0%,0.0%,0.0%,44.7%,40.0%,48.9%,44.7%,43.4%,100.0%,44.7%,45.2%,0.0%,44.7%,32.4%,94.1%
